"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Main Firmware Version","Memory Size","Page Counter","Average Coverage","% of Life Remaining(Drum Unit)","% of Life Remaining(Toner)","A4/Letter","Legal/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Label","Hagaki","Total","Total 2-sided Print","Print","Print 2-sided Print","Others","Others 2-sided Print","Replace Count(Toner)","Replace Count(Drum Unit)","Total Paper Jams","Jam Tray 1","Jam Inside","Jam Rear","Jam 2-sided","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRW4CD5775E3B3B","Brother HL-L2350DW series","","","192.168.0.100","E78252F2N882157","1.70","64","17","2.70","100","100","17","0","0","0","0","0","17","0","0","0","0","17","4","13","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
