"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Main Firmware Version","Memory Size","Page Counter","Average Coverage","% of Life Remaining(Drum Unit)","% of Life Remaining(Toner)","A4/Letter","Legal/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Label","Hagaki","Total","Total 2-sided Print","Print","Print 2-sided Print","Others","Others 2-sided Print","Replace Count(Toner)","Replace Count(Drum Unit)","Total Paper Jams","Jam Tray 1","Jam Inside","Jam Rear","Jam 2-sided","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRW4CD5775E3B3B","Brother HL-L2350DW series","","","192.168.0.100","E78252F2N882157","1.72","64","541","4.82","96","20","541","0","0","0","0","0","541","0","0","0","0","541","320","537","320","4","0","0","0","0","0","0","0","0","Toner Low","","","","","","","","","","539","0","0","0","0","0","0","0","0","0",
